Name,Label
Burnly,0
Burns,0
Bus,0
Bush,0
Bushed,0
Busher,0
Bushing,0
Bushly,0
Bushs,0
Busy,0
Busyed,0
Busyer,0
Busying,0
Busyly,0
Busys,0
But,0
Butt,0
Butter,0
Buttered,0
Butterer,0
Buttering,0
Butterly,0
Butters,0
Buxar,0
Buy,0
By,0
Cable,0
Cafe,0
Cake,0
Caked,0
Cakely,0
Caker,0
Cakes,0
Caking,0
Call,0
Called,0
Caller,0
Calling,0
Callly,0
Calls,0
Calm,0
Calmed,0
Calmer,0
Calming,0
Calmly,0
Calms,0
Camera,0
Can,0
Candy,0
Candyed,0
Candyer,0
Candying,0
Candyly,0
Candys,0
Cap,0
Car,0
Card,0
Carded,0
Carder,0
Carding,0
Cardly,0
Cards,0
Carpet,0
Carrot,0
Carroted,0
Carroter,0
Carroting,0
Carrotly,0
Carrots,0
Cartered,0
Carterer,0
Cartering,0
Carterly,0
Carters,0
Case,0
Cat,0
Catch,0
Catched,0
Catcher,0
Catching,0
Catchly,0
Catchs,0
Cedar,0
Cedared,0
Cedarer,0
Cedaring,0
Cedarly,0
Cedars,0
Cei,0
Ceiling,0
Cell,0
Center,0
Centre,0
Cha,0
Chacko,0
Chai,0
Chaibasa,0
Chair,0
Chaired,0
Chairer,0
Chairing,0
Chairly,0
Chairs,0
Chakdaha,0
Chakraborty,0
Cham,0
Chamara,0
Chamarajanagar,0
Chamba,0
Champdani,0
Chan,0
Chandausi,0
Chandigarh,0
Chandrapur,0
Chapter,0
Char,0
Charger,0
Charityed,0
Charityer,0
Charitying,0
Charityly,0
Charitys,0
Charles,0
Charlesed,0
Charleser,0
Charlesing,0
Charlesly,0
Charless,0
Chatterjee,0
Chauhan,0
Chawla,0
Che,0
Cheap,0
Cheaped,0
Cheaper,0
Cheaping,0
Cheaply,0
Cheaps,0
Cheema,0
Cheese,0
Cheesed,0
Cheesely,0
Cheeser,0
Cheeses,0
Cheesing,0
Chem,0
Chemistry,0
Chen,0
Chennai,0
Chettiar,0
Chhabra,0
Chhat,0
Chhatarpur,0
Chhin,0
Chhindwara,0
Chib,0
Chicken,0
Chickened,0
Chickener,0
Chickening,0
Chickenly,0
Chickens,0
Chikba,0
Chikballapur,0
Chikkam,0
Chikkamagaluru,0
Chin,0
Chinchwad,0
Chinsurah,0
Chitr,0
Chitradurga,0
Chittoor,0
Chittorgarh,0
Chocolate,0
Chocolated,0
Chocolately,0
Chocolater,0
Chocolates,0
Chocolating,0
Chop,0
Choped,0
Choper,0
Choping,0
Choply,0
Chopra,0
Chops,0
Choudhary,0
Choudhury,0
Chowdhury,0
Chris,0
Chrised,0
Chriser,0
Chrising,0
Chrisly,0
Chriss,0
Chur,0
Church,0
Churu,0
Chwad,0
Cine,0
Cinema,0
Circle,0
City,0
Cityed,0
Cityer,0
Citying,0
Cityly,0
Citys,0
Cket,0
Clam,0
Clamed,0
Clamer,0
Claming,0
Clamly,0
Clams,0
Clark,0
Clarked,0
Clarker,0
Clarking,0
Clarkly,0
Clarks,0
Class,0
Clay,0
Clean,0
Cleaned,0
Cleaner,0
Cleaning,0
Cleanly,0
Cleans,0
Clear,0
Clement,0
Clemented,0
Clementer,0
Clementing,0
Clemently,0
Clements,0
Clinic,0
Clock,0
Clocked,0
Clocker,0
Clocking,0
Clockly,0
Clocks,0
Close,0
Closed,0
Closely,0
Closer,0
Closes,0
Closing,0
Cloth,0
Cloud,0
Clouded,0
Clouder,0
Clouding,0
Cloudly,0
Clouds,0
Cloudy,0
Club,0
Coat,0
Coated,0
Coater,0
Coating,0
Coatly,0
Coats,0
Code,0
Coffee,0
Coffeed,0
Coffeely,0
Coffeer,0
Coffees,0
Coffeing,0
Coimb,0
Coimbatore,0
Col,0
Cold,0
Colded,0
Colder,0
Colding,0
Coldly,0
Colds,0
College,0
Color,0
Com,0
Comb,0
Combed,0
Comber,0
Combing,0
Combly,0
Combs,0
Come,0
Comed,0
Comely,0
Comer,0
Comes,0
Coming,0
Comp,0
Company,0
Complex,0
Complexed,0
Complexer,0
Complexing,0
Complexly,0
Complexs,0
Computer,0
Computered,0
Computerer,0
Computering,0
Computerly,0
Computers,0
Constance,0
Constanced,0
Constancely,0
Constancer,0
Constances,0
Constancing,0
Cooch,0
Cook,0
Cooked,0
Cooker,0
Cookie,0
Cookied,0
Cookiely,0
Cookier,0
Cookies,0
Cookiing,0
Cooking,0
Cookly,0
Cooks,0
Cool,0
Cooled,0
Cooler,0
Cooling,0
Coolly,0
Cools,0
Cooper,0
Coopered,0
Cooperer,0
Coopering,0
Cooperly,0
Coopers,0
Copper,0
Cord,0
Cork,0
Corn,0
Corned,0
Corner,0
Corning,0
Cornly,0
Corns,0
Cost,0
Cotton,0
Could,0
Coulded,0
Coulder,0
Coulding,0
Couldly,0
Coulds,0
Course,0
Cover,0
Cow,0
Cowardly,0
Cowardlyed,0
Cowardlyer,0
Cowardlying,0
Cowardlyly,0
Cowardlys,0
Crab,0
Crabed,0
Craber,0
Crabing,0
Crably,0
Crabs,0
Cream,0
Creamed,0
Creamer,0
Creaming,0
Creamly,0
Creams,0
Cri,0
Cricket,0
Crore,0
Crow,0
Crowed,0
Crower,0
Crowing,0
Crowly,0
Crows,0
Cruel,0
Crueled,0
Crueler,0
Crueling,0
Cruelly,0
Cruels,0
Cry,0
Crystal,0
Crystaled,0
Crystaler,0
Crystaling,0
Crystally,0
Crystals,0
Cup,0
Cur,0
Cure,0
Curry,0
Curryed,0
Curryer,0
Currying,0
Curryly,0
Currys,0
Curtain,0
Cut,0
Cute,0
Cuted,0
Cutely,0
Cuter,0
Cutes,0
Cuting,0
Cuttack,0
Cycle,0
Dab,0
Dabad,0
Dabgram,0
Dadlani,0
Daha,0
Daisy,0
Daisyed,0
Daisyer,0
Daisying,0
Daisyly,0
Daisys,0
Daks,0
Dakshina,0
Dalal,0
Dalh,0
Dalhousie,0
Dalvi,0
Damle,0
Damoh,0
Dan,0
Dance,0
Danced,0
Dancely,0
Dancer,0
Dances,0
Dancing,0
Dandekar,0
Dara,0
Darb,0
Darbhanga,0
Darje,0
Darjeeling,0
Dark,0
Dasgupta,0
Dash,0
Data,0
Date,0
Datia,0
Dausi,0
Dava,0
Davangere,0
Daved,0
Davely,0
Daver,0
Daves,0
David,0
Davided,0
Davider,0
Daviding,0
Davidly,0
Davids,0
Daving,0
Dawned,0
Dawner,0
Dawning,0
Dawnly,0
Dawns,0
Day,0
De,0
Death,0
Deep,0
Deer,0
Deered,0
Deerer,0
Deering,0
Deerly,0
Deers,0
Dehr,0
Dehradun,0
Delhi,0
Deo,0
Deoghar,0
Deol,0
Deoria,0
Depth,0
Desai,0
Deshmukh,0
Deshpande,0
Design,0
Destiny,0
Destinyed,0
Destinyer,0
Destinying,0
Destinyly,0
Destinys,0
Dewan,0
Dewas,0
Dey,0
Dha,0
Dhaliwal,0
Dhamtari,0
Dhanbad,0
Dharamshala,0
Dharwad,0
Dhillon,0
Dho,0
Dholpur,0
Dhu,0
Dhule,0
Dhulian,0
Diamond,0
Diamonded,0
Diamonder,0
Diamonding,0
Diamondly,0
Diamonds,0
Dibr,0
Dibrugarh,0
Dick,0
Dicked,0
Dicker,0
Dicking,0
Dickly,0
Dicks,0
Did,0
Difficult,0
Difficulted,0
Difficulter,0
Difficulting,0
Difficultly,0
Difficults,0
Digit,0
Dila,0
Dim,0
Dimapur,0
Dirty,0
Dirtyed,0
Dirtyer,0
Dirtying,0
Dirtyly,0
Dirtys,0
Dis,0
Disease,0
Dishonest,0
Dishonested,0
Dishonester,0
Dishonesting,0
Dishonestly,0
Dishonests,0
Disk,0
Dispur,0
Dist,0
Distance,0
Dium,0
Do,0
Doctor,0
Dog,0
Dolphin,0
Dolphined,0
Dolphiner,0
Dolphining,0
Dolphinly,0
Dolphins,0
Domb,0
Dombivli,0
Door,0
Doored,0
Doorer,0
Dooring,0
Doorly,0
Doors,0
Doshi,0
Dough,0
Doughed,0
Dougher,0
Doughing,0
Doughly,0
Doughs,0
Dove,0
Doved,0
Dovely,0
Dover,0
Doves,0
Doving,0
Down,0
Downed,0
Downer,0
Downing,0
Downly,0
Downs,0
Drak,0
Draw,0
Drawed,0
Drawer,0
Drawing,0
Drawly,0
Draws,0
Dream,0
Dred,0
Dress,0
Dressed,0
Dresser,0
Dressing,0
Dressly,0
Dresss,0
Drink,0
Drinked,0
Drinker,0
Drinking,0
Drinkly,0
Drinks,0
Drive,0
Drived,0
Drively,0
Driver,0
Drives,0
Driving,0
Drop,0
Droped,0
Droper,0
Droping,0
Droply,0
Drops,0
Drug,0
Dry,0
Dshahr,0
Dube,0
Dubey,0
Duck,0
Ducked,0
Ducker,0
Ducking,0
Duckly,0
Ducks,0
Duct,0
Due,0
Duke,0
Duked,0
Dukely,0
Duker,0
Dukes,0
Duking,0
Dumdum,0
Dumka,0
Durg,0
Durgapur,0
Dust,0
Dusted,0
Duster,0
Dusting,0
Dustly,0
Dusts,0
Dutta,0
Dwar,0
Dwara,0
Dwarka,0
Dwip,0
Dwivedi,0
D’Souza,0
Each,0
Eached,0
Eacher,0
Eaching,0
Eachly,0
Eachs,0
Eagle,0
Eagled,0
Eaglely,0
Eagler,0
Eagles,0
Eagling,0
Ear,0
Earl,0
Earled,0
Earler,0
Earling,0
Earlly,0
Earls,0
Earth,0
Earthed,0
Earther,0
Earthing,0
Earthly,0
Earths,0
Ease,0
East,0
EastAbility,0
EastAbohar,0
EastAchalpur,0
EastAdapter,0
EastAdilabad,0
EastAgartala,0
EastAgra,0
EastAhmedabad,0
EastAhmednagar,0
EastAir,0
EastAizawl,0
EastAjmer,0
EastAkbarpur,0
EastAkola,0
EastAlappuzha,0
EastAligarh,0
EastAlipurduar,0
EastAll,0
EastAllahabad,0
EastAllinagaram,0
EastAlwar,0
EastAmbala,0
EastAmbarnath,0
EastAmbattur,0
EastAmbikapur,0
EastAmravati,0
EastAmritsar,0
EastAmroha,0
EastAnand,0
EastAnantapur,0
EastAnger,0
EastAnswer,0
EastApartment,0
EastApp,0
EastArakkonam,0
EastAraria,0
EastArea,0
EastArena,0
EastArt,0
EastAruppukkottai,0
EastArwal,0
EastAsansol,0
EastAsia,0
EastAurangabad,0
EastAuto,0
EastAutumn,0
EastAvailable,0
EastAzamgarh,0
EastBack,0
EastBad,0
EastBadaun,0
EastBadlapur,0
EastBag,0
EastBagalkot,0
EastBahraich,0
EastBalasore,0
EastBallari,0
EastBallia,0
EastBally,0
EastBalurghat,0
EastBanda,0
EastBangalore,0
EastBangaon,0
EastBank,0
EastBanka,0
EastBankura,0
EastBanswara,0
EastBar,0
EastBarabanki,0
EastBaran,0
EastBaranagar,0
EastBarasat,0
EastBardhaman,0
EastBareilly,0
EastBaripada,0
EastBarnala,0
EastBarshi,0
EastBasirhat,0
EastBasti,0
EastBatala,0
EastBatch,0
EastBath,0
EastBathinda,0
EastBathroom,0
EastBattery,0
EastBazaar,0
EastBazar,0
EastBeawar,0
EastBed,0
EastBedroom,0
EastBeed,0
EastBegusarai,0
EastBehar,0
EastBelagavi,0
EastBelgaum,0
EastBelief,0
EastBengaluru,0
EastBerhampore,0
EastBerhampur,0
EastBest,0
EastBetul,0
EastBhadrak,0
EastBhadreswar,0
EastBhagalpur,0
EastBhanjan,0
EastBharat,0
EastBharatpur,0
EastBharuch,0
EastBhatpara,0
EastBhavnagar,0
EastBhayandar,0
EastBhilai,0
EastBhilwara,0
EastBhiwandi,0
EastBhiwani,0
EastBhojpur,0
EastBhopal,0
EastBhubaneswar,0
EastBhuj,0
EastBhusawal,0
EastBidar,0
EastBidhan,0
EastBig,0
EastBikaner,0
EastBike,0
EastBilaspur,0
EastBillion,0
EastBiology,0
EastBlack,0
EastBlanket,0
EastBlood,0
EastBlue,0
EastBlunt,0
EastBoat,0
EastBody,0
EastBokaro,0
EastBomdila,0
EastBone,0
EastBook,0
EastBotany,0
EastBottle,0
EastBottom,0
EastBought,0
EastBox,0
EastBrain,0
EastBright,0
EastBronze,0
EastBrush,0
EastBudaun,0
EastBudge,0
EastBulandshahr,0
EastBulb,0
EastBurdwan,0
EastBurhanpur,0
EastBus,0
EastBusy,0
EastBuxar,0
EastCable,0
EastCamera,0
EastCan,0
EastCap,0
EastCar,0
EastCarpet,0
EastCase,0
EastCeiling,0
EastCell,0
EastCenter,0
EastCentre,0
EastChaibasa,0
EastChair,0
EastChakdaha,0
EastChamarajanagar,0
EastChamba,0
EastChampdani,0
EastChandausi,0
EastChandigarh,0
EastChandrapur,0
EastChapter,0
EastCharger,0
EastCheap,0
EastChemistry,0
EastChennai,0
EastChhatarpur,0
EastChhindwara,0
EastChikballapur,0
EastChikkamagaluru,0
EastChinchwad,0
EastChinsurah,0
EastChitradurga,0
EastChittoor,0
EastChittorgarh,0
EastChurch,0
EastChuru,0
EastCinema,0
EastCircle,0
EastCity,0
EastClass,0
EastClay,0
EastClean,0
EastClear,0
EastClinic,0
EastClock,0
EastClosed,0
EastCloth,0
EastCloud,0
EastCloudy,0
EastClub,0
EastCode,0
EastCoimbatore,0
EastCold,0
EastCollege,0
EastColor,0
EastComb,0
EastCompany,0
EastComputer,0
EastCooch,0
EastCooker,0
EastCooler,0
EastCopper,0
EastCord,0
EastCork,0
EastCost,0
EastCotton,0
EastCourse,0
EastCricket,0
EastCrore,0
EastCup,0
EastCure,0
EastCurtain,0
EastCuttack,0
EastCycle,0
EastDabgram,0
EastDakshina,0
EastDalhousie,0
EastDamoh,0
EastDance,0
EastDarbhanga,0
EastDarjeeling,0
EastDark,0
EastData,0
EastDate,0
EastDatia,0
EastDavangere,0
EastDay,0
EastDeath,0
EastDeep,0
EastDehradun,0
EastDelhi,0
EastDeoghar,0
EastDeoria,0
EastDepth,0
EastDesign,0
EastDewas,0
EastDhamtari,0
EastDhanbad,0
EastDharamshala,0
EastDharwad,0
EastDholpur,0
EastDhule,0
EastDhulian,0
EastDibrugarh,0
EastDigit,0
EastDimapur,0
EastDirty,0
EastDisease,0
EastDisk,0
EastDispur,0
EastDistance,0
EastDoctor,0
EastDombivli,0
EastDoor,0
EastDown,0
EastDream,0
EastDrink,0
EastDrive,0
EastDrug,0
EastDry,0
EastDue,0
EastDumdum,0
EastDumka,0
EastDurg,0
EastDurgapur,0
EastDust,0
EastDwarka,0
EastEar,0
EastEarth,0
EastEight,0
EastEmail,0
EastEmpty,0
EastEnergy,0
EastEnglish,0
EastErnakulam,0
EastErode,0
EastEtah,0
EastEtawah,0
EastEvening,0
EastExam,0
EastExpensive,0
EastEye,0
EastFace,0
EastFact,0
EastFail,0
EastFaith,0
EastFalse,0
EastFan,0
EastFaridabad,0
EastFarm,0
EastFarrukhabad,0
EastFashion,0
EastFast,0
EastFat,0
EastFatehabad,0
EastFatehgarh,0
EastFatehpur,0
EastFear,0
EastFeel,0
EastFew,0
EastFiction,0
EastField,0
EastFight,0
EastFile,0
EastFilm,0
EastFire,0
EastFirozabad,0
EastFirozpur,0
EastFive,0
EastFloor,0
EastFolder,0
EastFood,0
EastFoot,0
EastFootball,0
EastForce,0
EastForest,0
EastFork,0
EastFort,0
EastFour,0
EastFree,0
EastFridge,0
EastFront,0
EastFull,0
EastFuture,0
EastGadag,0
EastGama,0
EastGame,0
EastGandhidham,0
EastGandhinagar,0
EastGanganagar,0
EastGangapur,0
EastGangtok,0
EastGarden,0
EastGas,0
EastGaya,0
EastGeography,0
EastGhaziabad,0
EastGhazipur,0
EastGiridih,0
EastGlass,0
EastGoal,0
EastGobichettipalayam,0
EastGodavari,0
EastGodhra,0
EastGold,0
EastGonda,0
EastGondia,0
EastGood,0
EastGopalganj,0
EastGopalpur,0
EastGorakhpur,0
EastGrade,0
EastGreater,0
EastGreen,0
EastGround,0
EastGroup,0
EastGulbarga,0
EastGuna,0
EastGuntur,0
EastGurgaon,0
EastGurudwara,0
EastGurugram,0
EastGuwahati,0
EastGwalior,0
EastGym,0
EastHaldia,0
EastHaldwani,0
EastHalisahar,0
EastHall,0
EastHamirpur,0
EastHand,0
EastHanumangarh,0
EastHappy,0
EastHapur,0
EastHard,0
EastHardoi,0
EastHaridwar,0
EastHassan,0
EastHate,0
EastHathras,0
EastHaveri,0
EastHazaribagh,0
EastHead,0
EastHealth,0
EastHeart,0
EastHeater,0
EastHeavy,0
EastHeight,0
EastHigh,0
EastHill,0
EastHimmatnagar,0
EastHindi,0
EastHindustan,0
EastHinganghat,0
EastHisar,0
EastHistory,0
EastHockey,0
EastHome,0
EastHope,0
EastHoshangabad,0
EastHoshiarpur,0
EastHospital,0
EastHot,0
EastHotel,0
EastHour,0
EastHouse,0
EastHowrah,0
EastHubli,0
EastHugli,0
EastHundred,0
EastHyderabad,0
EastIchalkaranji,0
EastIdea,0
EastIdukki,0
EastImphal,0
EastIndia,0
EastIndore,0
EastIndustries,0
EastInfo,0
EastInternet,0
EastIron,0
EastIssue,0
EastItanagar,0
EastItarsi,0
EastItem,0
EastJabalpur,0
EastJagdalpur,0
EastJagtial,0
EastJaipur,0
EastJalandhar,0
EastJalgaon,0
EastJalna,0
EastJalpaiguri,0
EastJammu,0
EastJamnagar,0
EastJamshedpur,0
EastJamui,0
EastJar,0
EastJaunpur,0
EastJehanabad,0
EastJet,0
EastJeypore,0
EastJhajjar,0
EastJhansi,0
EastJharsuguda,0
EastJhunjhunu,0
EastJind,0
EastJodhpur,0
EastJorhat,0
EastJoy,0
EastJunagadh,0
EastJungle,0
EastKaimur,0
EastKaithal,0
EastKakinada,0
EastKalaburagi,0
EastKalol,0
EastKalyan,0
EastKalyani,0
EastKamarhati,0
EastKancheepuram,0
EastKanchrapara,0
EastKangra,0
EastKannada,0
EastKannur,0
EastKanpur,0
EastKapurthala,0
EastKarimnagar,0
EastKarnal,0
EastKarur,0
EastKasaragod,0
EastKasganj,0
EastKashipur,0
EastKatihar,0
EastKatni,0
EastKey,0
EastKeyboard,0
EastKhagaria,0
EastKhair,0
EastKhammam,0
EastKhandwa,0
EastKhanna,0
EastKharagpur,0
EastKhargone,0
EastKhurja,0
EastKishanganj,0
EastKishangarh,0
EastKitchen,0
EastKnife,0
EastKnowledge,0
EastKochi,0
EastKodagu,0
EastKohima,0
EastKolar,0
EastKolhapur,0
EastKolkata,0
EastKollam,0
EastKoppal,0
EastKorba,0
EastKota,0
EastKottayam,0
EastKozhikode,0
EastKullu,0
EastKulti,0
EastKupwad,0
EastKurnool,0
EastKurukshetra,0
EastLake,0
EastLakh,0
EastLakhimpur,0
EastLakhisarai,0
EastLalitpur,0
EastLamp,0
EastLand,0
EastLane,0
EastLaptop,0
EastLatur,0
EastLeast,0
EastLeather,0
EastLeft,0
EastLeg,0
EastLegend,0
EastLength,0
EastLess,0
EastLesson,0
EastLetter,0
EastLibrary,0
EastLid,0
EastLie,0
EastLife,0
EastLight,0
EastLightning,0
EastLimited,0
EastLock,0
EastLoni,0
EastLose,0
EastLove,0
EastLow,0
EastLucknow,0
EastLudhiana,0
EastMadhepura,0
EastMadhopur,0
EastMadhubani,0
EastMadhyamgram,0
EastMadurai,0
EastMahbubnagar,0
EastMahendragarh,0
EastMaheshtala,0
EastMail,0
EastMainpuri,0
EastMakrana,0
EastMalappuram,0
EastMalegaon,0
EastMalerkotla,0
EastMall,0
EastManali,0
EastMancherial,0
EastMandi,0
EastMandsaur,0
EastMandya,0
EastMangalore,0
EastMany,0
EastMapusa,0
EastMargao,0
EastMark,0
EastMarket,0
EastMat,0
EastMath,0
EastMathura,0
EastMatter,0
EastMattress,0
EastMaunath,0
EastMedicine,0
EastMedinipur,0
EastMeerut,0
EastMehsana,0
EastMessy,0
EastMetal,0
EastMetro,0
EastMillion,0
EastMind,0
EastMinute,0
EastMira,0
EastMiraj,0
EastMirror,0
EastMiryalaguda,0
EastMirzapur,0
EastMobile,0
EastModinagar,0
EastMoga,0
EastMohali,0
EastMonth,0
EastMonument,0
EastMoon,0
EastMoradabad,0
EastMorbi,0
EastMore,0
EastMorning,0
EastMosque,0
EastMost,0
EastMountain,0
EastMouse,0
EastMouth,0
